             sip| proto|                   stime|                   etime|     flows|   packets|     bytes|
   131.247.67.45|     6|     2016-03-04 18:50:21|     2016-03-04 18:50:28|        40|       451|     90445|
   131.247.67.45|     6|     2016-03-04 18:50:35|     2016-03-04 18:50:43|        52|       478|     68649|
   131.247.67.45|     6|     2016-03-04 18:51:07|     2016-03-04 18:51:16|        34|       633|    358314|
   131.247.67.45|     6|     2016-03-04 18:55:05|     2016-03-04 18:55:14|        37|      1291|     92004|
   131.247.67.45|     6|     2016-03-04 18:55:49|     2016-03-04 18:55:56|        32|       393|     96428|
   131.247.67.45|     6|     2016-03-04 18:55:56|     2016-03-04 18:56:03|        32|       413|    211148|
   131.247.67.45|     6|     2016-03-04 18:56:36|     2016-03-04 18:56:44|        39|       342|     48453|
   131.247.67.45|     6|     2016-03-04 18:56:44|     2016-03-04 18:56:53|        78|       727|     91470|
   131.247.67.45|     6|     2016-03-04 18:57:16|     2016-03-04 18:57:24|        49|       596|    118274|
   131.247.67.45|     6|     2016-03-04 18:57:24|     2016-03-04 18:57:30|        46|       653|    115852|
   131.247.67.45|     6|     2016-03-04 18:58:45|     2016-03-04 18:58:52|        37|       330|    104074|
   131.247.67.45|     6|     2016-03-04 18:59:41|     2016-03-04 18:59:48|        32|       267|     74006|
   131.247.67.45|     6|     2016-03-04 18:59:48|     2016-03-04 18:59:56|        38|       718|    559675|
    172.19.8.126|     6|     2016-03-04 18:00:45|     2016-03-04 18:00:45|        38|        39|      1794|
    172.24.30.32|     6|     2016-03-04 18:04:32|     2016-03-04 18:04:32|        35|        35|      1610|
     172.17.2.86|     6|     2016-03-04 18:21:01|     2016-03-04 18:21:01|        41|        82|      3444|
     172.17.2.86|     6|     2016-03-04 18:21:01|     2016-03-04 18:21:01|        33|        66|      2772|
     172.17.3.23|     6|     2016-03-04 18:21:19|     2016-03-04 18:21:20|        33|       101|     23981|
   172.19.13.191|     6|     2016-03-04 18:22:11|     2016-03-04 18:22:14|        44|       222|     42003|
   131.247.63.25|     6|     2016-03-04 18:24:58|     2016-03-04 18:24:58|        41|        72|      3312|
    172.17.2.105|     6|     2016-03-04 18:26:17|     2016-03-04 18:26:17|        34|        49|      2058|
    10.119.22.86|     6|     2016-03-04 18:26:51|     2016-03-04 18:26:51|        58|        97|      4462|
    10.119.26.64|     6|     2016-03-04 18:27:51|     2016-03-04 18:27:51|        36|        58|      2668|
     172.17.2.86|     6|     2016-03-04 18:29:57|     2016-03-04 18:29:57|        45|        90|      3780|
    172.19.1.149|     6|     2016-03-04 18:30:01|     2016-03-04 18:30:01|        37|        49|      2254|
    172.17.4.126|     6|     2016-03-04 18:33:38|     2016-03-04 18:33:38|        43|        68|      2856|
    172.17.2.110|     6|     2016-03-04 18:45:16|     2016-03-04 18:45:16|        33|        57|      2394|
    172.17.2.110|     6|     2016-03-04 18:45:16|     2016-03-04 18:45:16|        61|        99|      4158|
    172.17.2.110|     6|     2016-03-04 18:47:06|     2016-03-04 18:47:06|        40|        67|      2814|
    172.17.2.110|     6|     2016-03-04 18:47:06|     2016-03-04 18:47:06|        47|        83|      3486|
    10.119.40.61|     6|     2016-03-04 18:53:27|     2016-03-04 18:53:27|        40|        70|      3220|
    172.17.0.186|     6|     2016-03-04 18:54:18|     2016-03-04 18:54:18|        37|        37|      1894|
    10.119.51.49|     6|     2016-03-04 18:55:00|     2016-03-04 18:55:00|        32|        50|      2300|
    10.119.51.49|     6|     2016-03-04 18:56:53|     2016-03-04 18:56:53|        33|        52|      2392|
   10.119.22.164|     6|     2016-03-04 18:59:52|     2016-03-04 18:59:52|        56|        72|      3312|
   10.119.38.104|     1|     2016-03-04 18:00:49|     2016-03-04 18:00:54|        32|        96|      6336|
   10.119.38.104|     1|     2016-03-04 18:02:04|     2016-03-04 18:02:09|        33|       101|      6666|
   10.119.38.104|     1|     2016-03-04 18:02:12|     2016-03-04 18:02:17|        32|        97|      6402|
   131.247.66.98|     6|     2016-03-04 18:02:35|     2016-03-04 18:02:35|        32|        60|      2760|
   10.119.38.104|     1|     2016-03-04 18:03:12|     2016-03-04 18:03:17|        32|        98|      6468|
   10.119.38.104|     1|     2016-03-04 18:04:04|     2016-03-04 18:04:09|        34|       102|      6732|
   10.119.38.104|     1|     2016-03-04 18:04:27|     2016-03-04 18:04:32|        36|       108|      7128|
   10.119.38.104|     1|     2016-03-04 18:04:34|     2016-03-04 18:04:39|        32|        96|      6336|
   10.119.38.104|     1|     2016-03-04 18:05:12|     2016-03-04 18:05:17|        34|       102|      6732|
   10.119.38.104|     1|     2016-03-04 18:05:19|     2016-03-04 18:05:26|        32|        98|      6468|
   10.119.38.104|     1|     2016-03-04 18:05:42|     2016-03-04 18:05:47|        33|        99|      6534|
   10.119.38.104|     1|     2016-03-04 18:05:57|     2016-03-04 18:06:02|        32|       100|      6600|
   10.119.38.104|     1|     2016-03-04 18:07:34|     2016-03-04 18:07:39|        33|        99|      6534|
   10.119.38.104|     1|     2016-03-04 18:08:19|     2016-03-04 18:08:24|        34|       103|      6798|
   10.119.38.104|     1|     2016-03-04 18:08:57|     2016-03-04 18:09:02|        35|       105|      6930|
   10.119.38.104|     1|     2016-03-04 18:09:49|     2016-03-04 18:09:54|        32|        96|      6336|
   10.119.38.104|     1|     2016-03-04 18:10:12|     2016-03-04 18:10:17|        39|       119|      7854|
   10.119.38.104|     1|     2016-03-04 18:10:19|     2016-03-04 18:10:26|        39|       124|      8184|
   10.119.38.104|     1|     2016-03-04 18:10:27|     2016-03-04 18:10:32|        41|       124|      8184|
   10.119.38.104|     1|     2016-03-04 18:10:34|     2016-03-04 18:10:39|        33|        99|      6534|
   10.119.38.104|     1|     2016-03-04 18:11:12|     2016-03-04 18:11:17|        48|       144|      9504|
   10.119.38.104|     1|     2016-03-04 18:11:19|     2016-03-04 18:11:24|        45|       135|      8910|
   10.119.38.104|     1|     2016-03-04 18:11:34|     2016-03-04 18:11:39|        33|        99|      6534|
   10.119.38.104|     1|     2016-03-04 18:12:04|     2016-03-04 18:12:09|        32|       108|      7128|
   10.119.38.104|     1|     2016-03-04 18:13:42|     2016-03-04 18:13:47|        45|       137|      9042|
   10.119.38.104|     1|     2016-03-04 18:14:42|     2016-03-04 18:14:47|        35|       106|      6996|
   10.119.38.104|     1|     2016-03-04 18:14:57|     2016-03-04 18:15:06|        35|       112|      7392|
   10.119.38.104|     1|     2016-03-04 18:15:08|     2016-03-04 18:15:15|        32|        97|      6402|
   10.119.38.104|     1|     2016-03-04 18:15:12|     2016-03-04 18:15:17|        37|       113|      7458|
   10.119.38.104|     1|     2016-03-04 18:15:34|     2016-03-04 18:15:39|        50|       150|      9900|
   10.119.38.104|     1|     2016-03-04 18:15:42|     2016-03-04 18:15:47|        47|       141|      9306|
   10.119.38.104|     1|     2016-03-04 18:15:49|     2016-03-04 18:15:54|        47|       141|      9306|
   10.119.38.104|     1|     2016-03-04 18:15:57|     2016-03-04 18:16:02|        50|       150|      9900|
   10.119.38.104|     1|     2016-03-04 18:16:04|     2016-03-04 18:16:09|        52|       157|     10362|
   10.119.38.104|     1|     2016-03-04 18:16:12|     2016-03-04 18:16:17|        66|       201|     13266|
   10.119.38.104|     1|     2016-03-04 18:16:19|     2016-03-04 18:16:24|        34|       103|      6798|
   10.119.38.104|     1|     2016-03-04 18:17:57|     2016-03-04 18:18:02|        44|       132|      8712|
   10.119.38.104|     1|     2016-03-04 18:18:04|     2016-03-04 18:18:09|        57|       171|     11286|
   10.119.38.104|     1|     2016-03-04 18:18:42|     2016-03-04 18:18:47|        32|        96|      6336|
   10.119.38.104|     1|     2016-03-04 18:19:12|     2016-03-04 18:19:17|        32|       108|      7128|
   10.119.38.154|     6|     2016-03-04 18:19:38|     2016-03-04 18:19:38|        34|        68|      3128|
   10.119.38.104|     1|     2016-03-04 18:19:34|     2016-03-04 18:19:39|        35|       105|      6930|
   10.119.38.104|     1|     2016-03-04 18:20:12|     2016-03-04 18:20:18|        32|       108|      7128|
   10.119.38.104|     1|     2016-03-04 18:20:19|     2016-03-04 18:20:26|        34|       116|      7656|
   10.119.38.104|     1|     2016-03-04 18:20:27|     2016-03-04 18:20:32|        34|       106|      6996|
   10.119.38.104|     1|     2016-03-04 18:28:45|     2016-03-04 18:28:50|        34|       103|      6798|
   10.119.38.104|     1|     2016-03-04 18:28:53|     2016-03-04 18:28:58|        38|       114|      7524|
   10.119.38.104|     1|     2016-03-04 18:29:08|     2016-03-04 18:29:13|        34|       102|      6732|
   10.119.38.104|     1|     2016-03-04 18:30:23|     2016-03-04 18:30:28|        33|       100|      6600|
   10.119.38.104|     1|     2016-03-04 18:31:53|     2016-03-04 18:31:58|        33|       101|      6666|
   10.119.38.104|     1|     2016-03-04 18:32:15|     2016-03-04 18:32:20|        36|       116|      7656|
   10.119.38.104|     1|     2016-03-04 18:34:00|     2016-03-04 18:34:05|        33|        99|      6534|
   10.119.38.104|     1|     2016-03-04 18:34:45|     2016-03-04 18:34:50|        33|       109|      7194|
   10.119.38.104|     1|     2016-03-04 18:35:23|     2016-03-04 18:35:28|        33|       100|      6600|
   10.119.38.104|     1|     2016-03-04 18:37:00|     2016-03-04 18:37:05|        36|       108|      7128|
   10.119.38.104|     1|     2016-03-04 18:37:08|     2016-03-04 18:37:13|        36|       108|      7128|
   10.119.38.104|     1|     2016-03-04 18:37:23|     2016-03-04 18:37:28|        32|        98|      6468|
   10.119.38.104|     1|     2016-03-04 18:37:45|     2016-03-04 18:37:52|        32|       128|      8448|
   10.119.38.104|     1|     2016-03-04 18:38:15|     2016-03-04 18:38:20|        36|       108|      7128|
   10.119.38.104|     1|     2016-03-04 18:38:53|     2016-03-04 18:38:58|        33|        99|      6534|
   10.119.38.104|     1|     2016-03-04 18:39:15|     2016-03-04 18:39:20|        62|       187|     12342|
   10.119.38.104|     1|     2016-03-04 18:39:23|     2016-03-04 18:39:28|        62|       186|     12276|
   10.119.38.104|     1|     2016-03-04 18:39:30|     2016-03-04 18:39:35|        49|       147|      9702|
   10.119.38.104|     1|     2016-03-04 18:39:38|     2016-03-04 18:39:43|        38|       114|      7524|
   10.119.38.104|     1|     2016-03-04 18:39:45|     2016-03-04 18:39:50|        33|       100|      6600|
   10.119.38.104|     1|     2016-03-04 18:40:45|     2016-03-04 18:40:52|        35|       112|      7392|
   10.119.38.104|     1|     2016-03-04 18:41:00|     2016-03-04 18:41:05|        33|        99|      6534|
   10.119.38.104|     1|     2016-03-04 18:41:23|     2016-03-04 18:41:28|        50|       150|      9900|
   10.119.38.104|     1|     2016-03-04 18:42:00|     2016-03-04 18:42:05|        35|       113|      7458|
  131.247.70.113|     6|     2016-03-04 18:43:21|     2016-03-04 18:43:21|        32|        32|      1472|
   10.119.38.104|     1|     2016-03-04 18:45:38|     2016-03-04 18:45:43|        33|       103|      6798|
   10.119.38.104|     1|     2016-03-04 18:46:53|     2016-03-04 18:46:58|        35|       106|      6996|
   10.119.38.104|     1|     2016-03-04 18:47:23|     2016-03-04 18:47:28|        35|       106|      6996|
   10.119.38.104|     1|     2016-03-04 18:47:53|     2016-03-04 18:47:58|        33|       104|      6864|
   10.119.38.104|     1|     2016-03-04 18:50:53|     2016-03-04 18:50:58|        34|       108|      7128|
   10.119.38.104|     1|     2016-03-04 18:52:15|     2016-03-04 18:52:20|        33|        99|      6534|
   10.119.38.104|     1|     2016-03-04 18:53:15|     2016-03-04 18:53:20|        34|       102|      6732|
   10.119.38.104|     1|     2016-03-04 18:53:23|     2016-03-04 18:53:28|        32|        96|      6336|
   10.119.38.104|     1|     2016-03-04 18:53:53|     2016-03-04 18:53:58|        34|       105|      6930|
  131.247.70.112|     6|     2016-03-04 18:53:51|     2016-03-04 18:53:51|        33|        33|      1716|
   10.119.38.104|     1|     2016-03-04 18:54:45|     2016-03-04 18:54:50|        33|       100|      6600|
   10.119.38.104|     1|     2016-03-04 18:55:53|     2016-03-04 18:55:58|        33|       100|      6600|
   10.119.38.104|     1|     2016-03-04 18:56:45|     2016-03-04 18:56:50|        37|       112|      7392|
   10.119.38.104|     1|     2016-03-04 18:57:38|     2016-03-04 18:57:43|        34|       104|      6864|
   10.119.38.104|     1|     2016-03-04 18:57:53|     2016-03-04 18:57:58|        32|        96|      6336|
   10.119.38.104|     1|     2016-03-04 18:58:38|     2016-03-04 18:58:43|        34|       102|      6732|
   10.119.38.104|     1|     2016-03-04 18:59:38|     2016-03-04 18:59:43|        33|        99|      6534|
   131.247.67.45|     6|     2016-03-04 19:01:16|     2016-03-04 19:01:25|        61|       672|    114274|
   131.247.67.45|     6|     2016-03-04 19:01:24|     2016-03-04 19:01:32|        33|      1428|   1461919|
   131.247.67.45|     6|     2016-03-04 19:01:33|     2016-03-04 19:01:41|        43|       388|     35192|
   131.247.67.45|     6|     2016-03-04 19:01:40|     2016-03-04 19:01:49|        46|       735|    228841|
   131.247.67.45|     6|     2016-03-04 19:01:48|     2016-03-04 19:01:57|        87|      2319|   1877172|
   131.247.67.45|     6|     2016-03-04 19:02:05|     2016-03-04 19:02:13|        35|       427|     62234|
   131.247.67.45|     6|     2016-03-04 19:02:04|     2016-03-04 19:02:13|        47|       544|     73895|
   131.247.67.45|     6|     2016-03-04 19:02:04|     2016-03-04 19:02:21|        47|      1277|    120864|
   131.247.67.45|     6|     2016-03-04 19:02:18|     2016-03-04 19:02:29|        64|      1225|    763219|
   131.247.67.45|     6|     2016-03-04 19:02:41|     2016-03-04 19:03:00|        39|       735|    539660|
   131.247.67.45|     6|     2016-03-04 19:03:00|     2016-03-04 19:03:08|        35|       532|    184805|
   131.247.67.45|     6|     2016-03-04 19:03:17|     2016-03-04 19:03:33|        38|       466|     89665|
   131.247.67.45|     6|     2016-03-04 19:03:41|     2016-03-04 19:03:48|        36|       373|     43359|
   131.247.67.45|     6|     2016-03-04 19:03:57|     2016-03-04 19:04:04|        36|       311|     49635|
   131.247.67.45|     6|     2016-03-04 19:03:47|     2016-03-04 19:04:13|        40|      4601|   5645707|
   131.247.67.45|     6|     2016-03-04 19:04:20|     2016-03-04 19:04:29|        42|       311|     36218|
   131.247.67.45|     6|     2016-03-04 19:04:19|     2016-03-04 19:04:29|        41|       548|    131026|
   131.247.67.45|     6|     2016-03-04 19:04:28|     2016-03-04 19:04:37|        46|     13460|  18268102|
   131.247.67.45|     6|     2016-03-04 19:04:37|     2016-03-04 19:04:45|        66|       662|    191564|
   131.247.67.45|     6|     2016-03-04 19:04:37|     2016-03-04 19:04:53|        59|      1194|    505503|
   131.247.67.45|     6|     2016-03-04 19:04:53|     2016-03-04 19:04:58|        36|       287|     66842|
   131.247.67.45|     6|     2016-03-04 19:05:01|     2016-03-04 19:05:09|        57|       723|    394621|
   131.247.67.45|     6|     2016-03-04 19:05:01|     2016-03-04 19:05:09|        38|       342|     70269|
